,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
20921,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,149,1,16,10.67,9,15
20922,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,149,1,11,5.79,9,28
20923,Mitte,Brunnenstr. Süd,Entire home/apt,109,2,3,1.34,1,0
20925,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,149,1,9,7.5,9,31
20926,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,80,1,11,8.05,9,33
20928,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,50,2,1,1.0,1,5
20929,Pankow,Prenzlauer Berg Süd,Private room,50,4,2,0.8,1,98
20930,Lichtenberg,Neu Lichtenberg,Private room,50,1,2,1.87,1,0
20931,Tempelhof - Schöneberg,Mariendorf,Private room,30,1,9,4.22,1,82
20933,Marzahn - Hellersdorf,Marzahn-Süd,Private room,30,1,18,7.83,1,164
20935,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,180,2,4,1.79,1,9
20937,Mitte,Alexanderplatz,Private room,40,4,4,2.61,1,40
20938,Mitte,Brunnenstr. Süd,Private room,120,2,1,0.45,1,79
20939,Mitte,Wedding Zentrum,Private room,30,1,2,0.95,1,31
20940,Mitte,Brunnenstr. Süd,Private room,55,1,10,4.23,2,269
20941,Tempelhof - Schöneberg,Friedenau,Private room,40,3,4,1.76,1,178
20942,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,32,3,3,1.8,1,81
20944,Tempelhof - Schöneberg,Schöneberg-Süd,Private room,20,7,1,0.44,1,20
20945,Neukölln,Neuköllner Mitte/Zentrum,Private room,35,1,6,3.27,1,71
20947,Pankow,Pankow Zentrum,Private room,49,2,1,0.51,1,75
20948,Mitte,Moabit Ost,Private room,40,1,4,1.52,1,125
20949,Neukölln,Rixdorf,Entire home/apt,59,1,8,3.16,1,329
20950,Pankow,Prenzlauer Berg Nord,Private room,24,1,7,3.33,1,12
20951,Neukölln,Neuköllner Mitte/Zentrum,Private room,35,1,5,2.11,1,0
20953,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Entire home/apt,100,30,1,0.77,1,40
20954,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,30,2,10,4.55,1,19
20956,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Entire home/apt,57,3,4,1.71,2,8
20957,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Entire home/apt,90,3,2,0.82,1,20
20958,Charlottenburg-Wilm.,Westend,Private room,65,1,8,3.16,2,0
20959,Treptow - Köpenick,Alt  Treptow,Private room,30,5,5,2.03,2,55
20960,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Private room,37,3,8,3.75,1,17
20961,Pankow,Prenzlauer Berg Südwest,Private room,40,1,7,3.5,1,55
20962,Mitte,Alexanderplatz,Entire home/apt,180,5,3,1.7,1,98
20963,Mitte,Osloer Straße,Private room,25,2,1,0.51,1,78
20964,Charlottenburg-Wilm.,Otto-Suhr-Allee,Private room,26,1,14,5.68,1,331
20965,Mitte,Brunnenstr. Nord,Entire home/apt,90,3,4,2.03,1,7
20966,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Entire home/apt,200,4,3,1.5,1,110
20967,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Entire home/apt,80,4,1,1.0,1,143
20968,Mitte,Regierungsviertel,Entire home/apt,130,180,1,0.59,1,310
20969,Steglitz - Zehlendorf,Teltower Damm,Private room,30,3,3,2.65,3,0
20972,Steglitz - Zehlendorf,Teltower Damm,Private room,30,3,2,2.0,3,0
20973,Tempelhof - Schöneberg,Friedenau,Private room,30,2,1,0.5,1,48
20974,Mitte,Brunnenstr. Süd,Entire home/apt,55,5,2,1.0,2,0
20976,Pankow,Prenzlauer Berg Süd,Private room,48,2,3,3.0,1,4
20977,Reinickendorf,Ost 1,Private room,40,2,10,4.17,1,280
20979,Friedrichshain-Kreuzberg,südliche Luisenstadt,Private room,45,2,2,1.13,1,0
20980,Charlottenburg-Wilm.,Volkspark Wilmersdorf,Entire home/apt,80,10,3,1.76,1,341
20981,Mitte,Tiergarten Süd,Private room,53,2,16,7.27,1,344
20982,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Shared room,30,1,7,2.84,2,9
20983,Tempelhof - Schöneberg,Schöneberg-Süd,Private room,45,4,1,0.39,1,77
20984,Tempelhof - Schöneberg,Tempelhof,Private room,32,1,3,1.76,1,43
20985,Mitte,Brunnenstr. Süd,Entire home/apt,68,7,1,0.68,1,112
20986,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Private room,45,1,1,0.94,1,173
20987,Pankow,Prenzlauer Berg Südwest,Entire home/apt,69,2,1,1.0,1,43
20988,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,70,4,2,1.0,1,0
20990,Neukölln,Schillerpromenade,Private room,45,1,5,2.78,1,77
20992,Mitte,Parkviertel,Entire home/apt,50,2,9,3.86,1,46
20993,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,49,2,4,1.82,1,37
20996,Mitte,Moabit West,Private room,50,2,1,0.57,1,2
20997,Pankow,Prenzlauer Berg Nord,Private room,40,3,4,2.07,1,155
20998,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,Entire home/apt,130,3,2,1.02,1,88
20999,Mitte,Brunnenstr. Süd,Entire home/apt,70,4,1,0.42,1,31
21000,Lichtenberg,Frankfurter Allee Süd,Private room,29,2,4,1.71,1,98
21001,Treptow - Köpenick,Oberschöneweide,Private room,30,2,7,3.13,1,54
21002,Tempelhof - Schöneberg,Tempelhof,Private room,29,4,1,0.48,2,8
21003,Neukölln,Rixdorf,Entire home/apt,85,4,5,3.66,1,0
21004,Mitte,Brunnenstr. Süd,Entire home/apt,100,1,3,2.25,2,32
21005,Tempelhof - Schöneberg,Schöneberg-Süd,Private room,30,2,2,1.3,1,1
21006,Mitte,Wedding Zentrum,Private room,25,1,7,2.92,1,0
21007,Mitte,Brunnenstr. Süd,Entire home/apt,250,7,1,0.55,2,154
21009,Neukölln,Neuköllner Mitte/Zentrum,Private room,35,9,2,0.98,2,0
21010,Mitte,Osloer Straße,Private room,75,1,5,2.27,1,89
21011,Neukölln,Neuköllner Mitte/Zentrum,Private room,23,14,1,0.56,2,75
21012,Pankow,Helmholtzplatz,Entire home/apt,70,5,2,2.0,1,0
21013,Neukölln,Schillerpromenade,Private room,44,2,3,1.5,1,0
21014,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Private room,45,1,3,1.32,1,82
21015,Mitte,Brunnenstr. Nord,Entire home/apt,75,1,3,1.5,1,16
21016,Neukölln,Rixdorf,Private room,21,1,24,9.73,1,50
21018,Mitte,Parkviertel,Private room,19,1,9,3.91,1,255
21021,Neukölln,Rixdorf,Entire home/apt,50,8,1,0.4,2,66
21024,Charlottenburg-Wilm.,Westend,Private room,54,2,3,1.34,2,23
21025,Steglitz - Zehlendorf,Albrechtstr.,Entire home/apt,60,2,3,1.55,1,354
21026,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,50,2,4,3.75,1,40
21027,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,58,1,8,3.69,18,359
21028,Mitte,Moabit West,Private room,35,3,2,1.0,1,4
21029,Neukölln,Rixdorf,Private room,15,2,2,0.92,2,13
21030,Mitte,Regierungsviertel,Private room,98,1,3,1.88,18,274
21032,Mitte,Moabit West,Entire home/apt,40,1,16,8.14,1,144
21033,Lichtenberg,Karlshorst,Private room,45,1,16,8.28,1,18
21035,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Private room,49,1,3,1.36,1,0
21036,Lichtenberg,Alt-Lichtenberg,Private room,35,10,1,0.59,1,65
21038,Neukölln,Schillerpromenade,Private room,45,1,8,3.81,1,0
21039,Mitte,Alexanderplatz,Entire home/apt,70,2,1,0.88,1,286
21040,Lichtenberg,Fennpfuhl,Entire home/apt,60,1,2,1.03,1,36
21041,Mitte,Alexanderplatz,Entire home/apt,70,2,4,2.86,1,176
21042,Neukölln,Rixdorf,Entire home/apt,70,4,1,1.0,2,51
21043,Steglitz - Zehlendorf,Albrechtstr.,Private room,199,2,4,2.61,1,58
21044,Mitte,Osloer Straße,Private room,77,1,1,0.56,2,5
21045,Mitte,Alexanderplatz,Entire home/apt,60,2,2,1.62,1,191
21046,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Private room,50,2,5,2.03,1,18
21048,Mitte,Alexanderplatz,Entire home/apt,60,2,2,2.0,1,295
21049,Mitte,Brunnenstr. Süd,Private room,79,7,2,1.76,1,103
21050,Lichtenberg,Fennpfuhl,Private room,65,2,1,0.59,1,7
21051,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,39,2,13,6.61,1,4
21052,Pankow,Prenzlauer Berg Nordwest,Private room,40,2,8,3.53,1,71
21053,Mitte,Alexanderplatz,Entire home/apt,60,2,1,0.75,1,300
21056,Pankow,Prenzlauer Berg Süd,Entire home/apt,90,2,4,1.94,2,46
21057,Reinickendorf,Ost 1,Private room,25,1,10,5.08,1,41
21058,Mitte,Brunnenstr. Süd,Entire home/apt,130,2,13,6.09,1,137
21059,Steglitz - Zehlendorf,Teltower Damm,Private room,40,1,3,1.76,2,167
21060,Tempelhof - Schöneberg,Friedenau,Private room,35,2,10,4.62,1,20
21061,Charlottenburg-Wilm.,Düsseldorfer Straße,Entire home/apt,150,1,7,3.5,1,45
21062,Pankow,Helmholtzplatz,Private room,45,6,1,1.0,1,328
21063,Neukölln,Reuterstraße,Private room,50,1,1,0.51,1,4
21064,Friedrichshain-Kreuzberg,südliche Luisenstadt,Private room,47,3,3,1.55,1,0
21065,Lichtenberg,Frankfurter Allee Süd,Private room,50,1,5,2.83,2,7
21067,Mitte,Wedding Zentrum,Private room,25,3,6,3.05,2,279
21068,Neukölln,Neuköllner Mitte/Zentrum,Entire home/apt,63,2,5,2.21,1,0
21069,Charlottenburg-Wilm.,Neue Kantstraße,Entire home/apt,45,3,8,3.75,1,12
21070,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,49,2,7,3.28,3,37
21071,Mitte,Moabit West,Private room,14,4,7,3.28,1,0
21073,Pankow,Prenzlauer Berg Nord,Entire home/apt,80,3,4,2.0,1,4
21074,Lichtenberg,Neu Lichtenberg,Private room,40,1,19,8.03,3,332
21075,Mitte,Parkviertel,Private room,40,3,2,1.0,1,129
21077,Lichtenberg,Neu Lichtenberg,Entire home/apt,48,1,12,6.55,3,35
21079,Charlottenburg-Wilm.,Düsseldorfer Straße,Private room,49,3,2,1.0,1,89
21080,Mitte,Brunnenstr. Nord,Private room,23,2,8,3.75,1,13
21082,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Private room,50,1,2,1.02,1,84
21084,Mitte,Brunnenstr. Süd,Private room,65,2,4,2.31,2,0
21085,Mitte,Brunnenstr. Süd,Private room,120,5,1,0.64,1,72
21086,Charlottenburg-Wilm.,Düsseldorfer Straße,Entire home/apt,65,1,11,5.08,1,172
21089,Reinickendorf,Ost 1,Entire home/apt,30,1,2,1.33,1,1
21090,Lichtenberg,Neu Lichtenberg,Private room,30,1,4,1.94,1,1
21091,Neukölln,Rixdorf,Entire home/apt,75,2,9,4.15,1,6
21092,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,80,3,2,1.02,8,291
21093,Treptow - Köpenick,Baumschulenweg,Private room,18,1,3,1.25,1,0
21094,Charlottenburg-Wilm.,Düsseldorfer Straße,Entire home/apt,120,2,3,2.31,1,174
21096,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Private room,40,15,1,0.79,1,190
21097,Friedrichshain-Kreuzberg,südliche Luisenstadt,Private room,80,2,1,0.65,1,17
21099,Pankow,Prenzlauer Berg Nordwest,Entire home/apt,109,1,8,4.62,1,25
21101,Friedrichshain-Kreuzberg,südliche Luisenstadt,Entire home/apt,45,2,9,4.91,1,0
21105,Neukölln,Rixdorf,Entire home/apt,49,3,5,2.24,1,5
21107,Tempelhof - Schöneberg,Schöneberg-Süd,Entire home/apt,50,2,12,5.37,1,353
21108,Mitte,Osloer Straße,Entire home/apt,38,3,3,1.76,1,0
21109,Friedrichshain-Kreuzberg,südliche Luisenstadt,Private room,50,7,1,0.68,1,0
21110,Neukölln,Neuköllner Mitte/Zentrum,Private room,22,7,2,1.33,2,0
21111,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,49,5,1,1.0,1,4
21112,Lichtenberg,Fennpfuhl,Entire home/apt,45,2,7,3.13,1,15
21113,Tempelhof - Schöneberg,Mariendorf,Entire home/apt,45,1,22,10.31,2,58
21114,Mitte,Wedding Zentrum,Private room,30,1,8,3.81,1,0
21115,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Entire home/apt,220,2,4,1.82,1,20
21116,Pankow,Prenzlauer Berg Südwest,Entire home/apt,45,3,5,2.88,1,3
21117,Neukölln,Schillerpromenade,Private room,25,4,3,1.53,1,1
21119,Charlottenburg-Wilm.,Kantstraße,Entire home/apt,47,2,5,2.14,1,0
21120,Neukölln,Rixdorf,Entire home/apt,55,2,4,2.03,1,0
21121,Mitte,Moabit Ost,Private room,50,2,6,3.46,1,0
21122,Neukölln,Reuterstraße,Entire home/apt,100,7,2,1.11,2,0
21123,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,45,2,14,6.77,1,3
21124,Mitte,Brunnenstr. Süd,Entire home/apt,75,2,4,1.85,1,105
21125,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,28,2,1,0.49,1,4
21127,Pankow,Prenzlauer Berg Ost,Shared room,40,1,3,1.45,1,0
21128,Neukölln,Neuköllner Mitte/Zentrum,Private room,25,1,2,1.13,1,0
21129,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Private room,26,1,4,2.67,2,38
21130,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,Entire home/apt,60,4,3,1.27,1,8
21131,Pankow,Prenzlauer Berg Nordwest,Private room,50,2,2,0.91,1,0
21132,Charlottenburg-Wilm.,Volkspark Wilmersdorf,Private room,30,2,4,2.22,3,0
21133,Mitte,Alexanderplatz,Entire home/apt,55,1,2,0.91,1,1
21134,Tempelhof - Schöneberg,Schöneberg-Nord,Private room,30,3,1,0.64,1,49
21135,Neukölln,Neuköllner Mitte/Zentrum,Private room,15,2,2,1.13,2,79
21137,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Private room,40,1,2,1.2,1,3
21139,Charlottenburg-Wilm.,Schloß Charlottenburg,Entire home/apt,90,2,8,4.62,1,0
21140,Charlottenburg-Wilm.,Otto-Suhr-Allee,Entire home/apt,70,10,1,1.0,2,326
21141,Charlottenburg-Wilm.,Otto-Suhr-Allee,Entire home/apt,75,14,1,0.63,2,319
21142,Neukölln,Britz,Private room,39,2,1,0.65,1,89
21143,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,25,2,2,0.94,1,51
21144,Mitte,Alexanderplatz,Entire home/apt,55,3,2,1.5,1,246
21145,Mitte,Alexanderplatz,Private room,35,2,9,4.35,1,2
21146,Pankow,Prenzlauer Berg Nordwest,Private room,34,2,10,4.69,1,296
21147,Neukölln,Rixdorf,Private room,27,5,1,0.52,1,279
21149,Steglitz - Zehlendorf,Drakestr.,Private room,49,2,3,1.41,1,82
21150,Pankow,Prenzlauer Berg Südwest,Entire home/apt,50,15,1,1.0,1,32
21151,Mitte,Moabit Ost,Entire home/apt,43,2,2,1.0,1,5
21152,Mitte,Brunnenstr. Süd,Private room,37,4,2,1.18,1,1
21153,Pankow,Pankow Süd,Private room,20,1,3,1.58,1,19
21154,Lichtenberg,Frankfurter Allee Süd,Entire home/apt,85,4,5,3.26,1,50
21155,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Entire home/apt,80,1,13,6.5,1,329
21156,Tempelhof - Schöneberg,Mariendorf,Private room,22,3,2,1.07,1,79
21157,Pankow,Helmholtzplatz,Private room,60,4,1,0.65,7,346
21158,Charlottenburg-Wilm.,Schloß Charlottenburg,Entire home/apt,150,14,1,1.0,1,151
21159,Neukölln,Schillerpromenade,Private room,35,3,10,5.08,1,52
21160,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,60,2,3,2.81,1,53
21161,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,150,1,3,1.84,3,362
21162,Mitte,Wedding Zentrum,Private room,30,1,6,3.27,1,164
21163,Steglitz - Zehlendorf,Albrechtstr.,Private room,50,3,2,1.2,1,1
21164,Mitte,Brunnenstr. Nord,Private room,33,1,3,3.0,1,51
21165,Reinickendorf,West 4,Private room,40,2,13,7.65,1,348
21166,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,23,3,1,0.59,1,0
21167,Neukölln,Rixdorf,Private room,25,32,1,0.81,1,41
21169,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Private room,35,1,1,0.65,1,7
21171,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Private room,50,2,5,2.24,1,68
21172,Mitte,Parkviertel,Private room,22,1,8,4.14,1,30
21173,Neukölln,Schillerpromenade,Private room,65,3,3,1.55,1,0
21175,Pankow,Pankow Süd,Private room,50,30,1,1.0,1,125
21177,Lichtenberg,Neu Lichtenberg,Private room,30,2,2,1.2,1,82
21178,Neukölln,Schillerpromenade,Entire home/apt,60,2,2,1.0,2,310
21179,Mitte,Parkviertel,Private room,18,1,7,3.56,1,0
21180,Mitte,Brunnenstr. Süd,Private room,60,1,5,2.27,2,145
21181,Tempelhof - Schöneberg,Marienfelde,Private room,50,1,4,2.45,1,61
21182,Charlottenburg-Wilm.,Neue Kantstraße,Private room,149,3,2,0.94,1,33
21183,Neukölln,Neuköllner Mitte/Zentrum,Private room,34,1,1,0.71,1,77
21184,Mitte,Osloer Straße,Private room,25,2,6,2.77,1,5
21185,Mitte,Brunnenstr. Süd,Entire home/apt,99,2,1,1.0,2,17
21186,Mitte,Tiergarten Süd,Private room,58,2,9,4.22,1,333
21187,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Entire home/apt,60,4,2,1.43,1,0
21188,Neukölln,Rudow,Entire home/apt,60,2,5,5.0,1,135
21190,Tempelhof - Schöneberg,Friedenau,Private room,35,2,6,2.9,1,65
21191,Mitte,Alexanderplatz,Private room,58,1,2,0.95,3,1
21192,Mitte,Parkviertel,Entire home/apt,64,2,11,6.0,1,35
21193,Steglitz - Zehlendorf,Drakestr.,Private room,20,2,13,6.09,1,314
21194,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Entire home/apt,100,4,2,1.46,2,156
21195,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,16,3,9,5.51,2,183
21196,Mitte,Brunnenstr. Nord,Entire home/apt,130,2,5,3.33,1,145
21197,Neukölln,Rixdorf,Private room,80,1,1,0.57,1,0
21198,Marzahn - Hellersdorf,Biesdorf,Private room,60,2,1,1.0,1,57
21199,Pankow,Helmholtzplatz,Entire home/apt,135,2,1,0.91,1,100
21200,Mitte,Brunnenstr. Süd,Private room,35,1,10,4.84,2,343
21201,Steglitz - Zehlendorf,Schloßstr.,Private room,38,2,3,3.0,1,26
21203,Tempelhof - Schöneberg,Tempelhof,Private room,40,2,7,4.29,1,21
21205,Neukölln,Schillerpromenade,Private room,60,1,8,4.71,1,69
21206,Steglitz - Zehlendorf,Drakestr.,Private room,42,1,6,3.0,2,255
21210,Tempelhof - Schöneberg,Schöneberg-Süd,Entire home/apt,70,3,1,0.46,1,125
21211,Charlottenburg-Wilm.,Halensee,Private room,40,1,2,2.0,1,146
21212,Charlottenburg-Wilm.,Westend,Entire home/apt,40,1,1,0.46,1,1
21213,Mitte,Wedding Zentrum,Private room,18,1,7,4.12,1,37
21216,Mitte,Brunnenstr. Süd,Private room,40,2,2,1.25,1,0
21218,Mitte,Brunnenstr. Nord,Private room,20,1,5,2.88,1,4
21219,Spandau,Falkenhagener Feld,Entire home/apt,70,3,2,1.0,1,68
21220,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,140,4,1,1.0,1,25
21221,Pankow,Prenzlauer Berg Südwest,Private room,50,1,5,2.46,3,0
21222,Pankow,Prenzlauer Berg Südwest,Private room,52,1,3,1.76,1,27
21223,Charlottenburg-Wilm.,Heerstrasse,Private room,49,5,1,0.64,3,297
21224,Charlottenburg-Wilm.,Kantstraße,Private room,35,2,10,6.67,1,71
21225,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,80,3,2,1.76,1,26
21226,Mitte,Regierungsviertel,Entire home/apt,250,2,5,2.83,1,22
21227,Mitte,Osloer Straße,Entire home/apt,30,4,12,6.43,1,4
21228,Neukölln,Rixdorf,Private room,29,4,1,1.0,1,28
21230,Charlottenburg-Wilm.,Mierendorffplatz,Private room,55,2,5,2.34,1,20
21231,Friedrichshain-Kreuzberg,südliche Luisenstadt,Entire home/apt,155,1,15,8.49,8,274
21232,Friedrichshain-Kreuzberg,südliche Luisenstadt,Entire home/apt,155,1,11,6.23,8,298
21234,Mitte,Parkviertel,Private room,31,3,14,6.89,1,0
21235,Pankow,Prenzlauer Berg Süd,Shared room,35,1,10,5.0,3,20
